,industry,job_title,description,job_link,job_id
1243,Information Technology and Services,Associate Software Engineer,"A result driven team member who can evolve an enterprise-wide SAAS client services organization and always seeking to exceed clients expectation. We are looking for a candidate who is open to unlearn and continuously learn new things and aspire to build a unique people &amp; performance culture. The candidate must be able to participate, manage and evolve together with a team that represent our co...",https://www.linkedin.com/jobs?viewJob=&jobId=59955777&trk=api*a130653*s139051*,2243
1244,"Marketing and Advertising, Market Research",Online Marketing Manager/Specialist,"IMPORTANT: To Apply, please fill up the form on this link - http://goo.gl/hjNqXe. This should take around 20-30 minutes which consists of basic aptitude and a brief background about yourself.    Roles Understand Client’s business goals, support with Market Research, devise Marketing Strategy to take the Client businesses to the next stage Execute marketing campaigns through SEO / SEM / Social Medi...",https://www.linkedin.com/jobs?viewJob=&jobId=59597116&trk=api*a130653*s139051*,2244
1245,Information Technology and Services,Research Pathologist,"POSITION DESCRIPTION: The Research Pathologist will participate in the research and development of state of the art detection, diagnosis, prognosis, and prediction algorithms in the medical imaging domain − with emphasis toward digitized histology.  More specifically, the Research Pathologist will work with scientists and other computer vision experts to understand pathology images, create annotat...",https://www.linkedin.com/jobs?viewJob=&jobId=44995559&trk=api*a130653*s139051*,2245
1246,Information Services,UI Developer,Point of Contact for CV’s / Email ID: Smitha - smitha.w@multirecruit.com - 9972696633.   Job Title / Designation: UI Developer Key Functions &amp; Roles of the Candidate: Ability to distill product requirements into functional requirements Coming up with a project plan and meeting set forth deadlines and milestones   Specific Skill Set:             In depth knowledge in PHP Expert knowledge about...,https://www.linkedin.com/jobs?viewJob=&jobId=62541939&trk=api*a130653*s139051*,2246
1247,Internet,Software Engineer,"At Nudgespot, we are building a product for B2C companies that enables contextual communication with their users and keeping it extremely simple all the way. It helps our customers interact with their users in a much more meaningful way, both automated and on-demand, by tracking user behaviors &amp; profiles and enabling them to intelligently segment their users. In addition, it involves a lot of...",https://www.linkedin.com/jobs?viewJob=&jobId=49817527&trk=api*a130653*s139051*,2247
1248,"Internet, Marketing and Advertising",Junior Web Developer,"Candidate be involved in development, testing, and deployment of new websites and web applications to support new business initiatives as well as maintaining and enhancing existing applications and websites.   He/She must deliver quality development solutions that result in very few post-project bug counts.   Candidate will work under the direction of the Tech Lead and must be willing and able to...",https://www.linkedin.com/jobs?viewJob=&jobId=49844870&trk=api*a130653*s139051*,2248
1249,Internet,Software Engineer,"At Nudgespot, we are building a product for B2C companies that enables contextual communication with their users and keeping it extremely simple all the way. It helps our customers interact with their users in a much more meaningful way, both automated and on-demand, by tracking user behaviors &amp; profiles and enabling them to intelligently segment their users. In addition, it involves a lot of...",https://www.linkedin.com/jobs?viewJob=&jobId=49817527&trk=api*a130653*s139051*,2249
1250,"Internet, Marketing and Advertising",Junior Web Developer,"Candidate be involved in development, testing, and deployment of new websites and web applications to support new business initiatives as well as maintaining and enhancing existing applications and websites.   He/She must deliver quality development solutions that result in very few post-project bug counts.   Candidate will work under the direction of the Tech Lead and must be willing and able to...",https://www.linkedin.com/jobs?viewJob=&jobId=49844870&trk=api*a130653*s139051*,2250
1251,"Information Technology and Services, Wireless, Consumer Electronics",Web Developer,"Indigo Quotient Labs is a startup in the Internet of Things domain focused on the Home Automation space. We're passionate about Science and Technology, and how to go about using it to enrich people's lives. Our team is young, dynamic, and always looking to push the envelope on technology. Our engineers are a mixed group ranging from college interns to PhD holders but are united through our love of...",https://www.linkedin.com/jobs?viewJob=&jobId=46397415&trk=api*a130653*s139051*,2251
1252,Information Technology and Services,Sales Engineer,"To accelerate our business in India, we are opening a new job position as Sales Manager. Based in Bangalore, you are responsible for the Sales Development in our Indian Market, with interest also in Middle East. You customer are mainly retailer: Apparel, Jewelry, Accessories. Your main missions will be: Economic and technological Intelligence (10% of your time) Ensure advanced technological watch...",https://www.linkedin.com/jobs?viewJob=&jobId=17843435&trk=api*a130653*s139051*,2252
1253,"Internet, Computer Software",Senior Developer ( Product Development) Mumbai,"    Software Developer  Location : Mumbai  Experience - 3-5 yrs   Looking for candidates from product Cos only  ( Preference given to candidates from Ecommerce Cos)      What are we looking for?   We are looking for motivated individuals with enthusiasm to bring an impact on this world.    We are hiring across verticals namely technology, product, community, marketing, content, international team....",https://www.linkedin.com/jobs?viewJob=&jobId=44974270&trk=api*a130653*s139051*,2253
